year,habitat,quadrat,species,Color desc,diameter_cm,biomass_g
2022,Barren,112,Strongylocentrotus droebachiensis,green,1,0.45
2022,Barren,112,Strongylocentrotus droebachiensis,green,1,0.403
2022,Barren,112,Strongylocentrotus droebachiensis,green,1.3,1.073
2022,Barren,112,Strongylocentrotus droebachiensis,green,0.8,0.378
2022,Barren,112,Strongylocentrotus droebachiensis,pink,0.8,0.348
2022,Barren,112,Strongylocentrotus droebachiensis,green,0.7,0.196
2022,Barren,112,Strongylocentrotus droebachiensis,pink,0.8,0.323
2022,Barren,112,Strongylocentrotus droebachiensis,pink,0.7,0.301
2022,Barren,112,Strongylocentrotus droebachiensis,green,0.6,0.15
2022,Barren,112,Strongylocentrotus droebachiensis,green,0.8,0.309
2022,Barren,112,Strongylocentrotus droebachiensis,green,0.8,0.348
2022,Barren,112,Strongylocentrotus droebachiensis,green,0.7,0.183
2022,Barren,112,Strongylocentrotus droebachiensis,green,0.9,0.384
2022,Barren,112,Strongylocentrotus droebachiensis,green,1,0.477
2022,Barren,112,Strongylocentrotus droebachiensis,green,0.8,0.36
2022,Barren,112,Strongylocentrotus droebachiensis,green,0.8,0.333
2022,Barren,112,Strongylocentrotus droebachiensis,pink,0.7,0.268
2022,Barren,112,Strongylocentrotus droebachiensis,pink,0.8,0.345
2022,Barren,112,Strongylocentrotus droebachiensis,green,0.8,0.39
2022,Barren,112,Strongylocentrotus pallidus,green,1.8,3.109
2022,Barren,112,Strongylocentrotus pallidus,green,1.2,0.901
2022,Barren,112,Strongylocentrotus pallidus,green,1.2,0.756
2022,Barren,112,Strongylocentrotus pallidus,green,1.4,1.344
2022,Barren,112,Strongylocentrotus pallidus,green,2,4.174
2022,Barren,112,Strongylocentrotus pallidus,green,1.4,1.487
2022,Barren,113,Strongylocentrotus droebachiensis,green,3.4,18.965
2022,Barren,113,Strongylocentrotus droebachiensis,pink,4.2,24.72
2022,Barren,113,Strongylocentrotus droebachiensis,green,3.8,28.269
2022,Barren,113,Strongylocentrotus droebachiensis,pink,2,3.944
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.8,10.109
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.6,7.932
2022,Barren,113,Strongylocentrotus droebachiensis,green,5.1,53.687
2022,Barren,113,Strongylocentrotus droebachiensis,green,3.3,17.546
2022,Barren,113,Strongylocentrotus droebachiensis,green,3.1,16.055
2022,Barren,113,Strongylocentrotus droebachiensis,green,4.8,50.239
2022,Barren,113,Strongylocentrotus droebachiensis,green,4.2,37.947
2022,Barren,113,Strongylocentrotus droebachiensis,green,3,15.001
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.5,7.981
2022,Barren,113,Strongylocentrotus droebachiensis,green,3.8,25.58
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.9,12.369
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.2,6
2022,Barren,113,Strongylocentrotus droebachiensis,green,3.7,23.029
2022,Barren,113,Strongylocentrotus droebachiensis,green,4.2,34.428
2022,Barren,113,Strongylocentrotus droebachiensis,pink,3.7,23.629
2022,Barren,113,Strongylocentrotus droebachiensis,green,4.5,40.313
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.2,5.478
2022,Barren,113,Strongylocentrotus droebachiensis,green,2,4.186
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.8,12.663
2022,Barren,113,Strongylocentrotus droebachiensis,green,4.5,38.249
2022,Barren,113,Strongylocentrotus droebachiensis,pink,3.1,16.661
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.6,9.197
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.8,13.935
2022,Barren,113,Strongylocentrotus droebachiensis,green,0.5,0.093
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.8,2.77
2022,Barren,113,Strongylocentrotus droebachiensis,green,3.6,22.463
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.6,2.104
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.6,8.244
2022,Barren,113,Strongylocentrotus droebachiensis,pink,1.5,1.908
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.9,3.631
2022,Barren,113,Strongylocentrotus droebachiensis,green,3.1,14.487
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.6,8.554
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.2,5.553
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.6,2.411
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.7,10.707
2022,Barren,113,Strongylocentrotus droebachiensis,green,3.6,21.158
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.6,2.566
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.3,6.764
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.1,5.269
2022,Barren,113,Strongylocentrotus droebachiensis,green,1,0.702
2022,Barren,113,Strongylocentrotus droebachiensis,green,2,4.279
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.8,3.418
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.1,4.598
2022,Barren,113,Strongylocentrotus droebachiensis,pink,1.7,2.761
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.5,1.692
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.5,2.135
2022,Barren,113,Strongylocentrotus droebachiensis,green,2.8,11.085
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.6,2.091
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.8,2.852
2022,Barren,113,Strongylocentrotus droebachiensis,pink,1.1,0.85
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.3,1.548
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.6,1.964
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.5,2.075
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.3,1.299
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.8,2.427
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.3,1.46
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.1,1.006
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.1,0.689
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.2,0.889
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.3,1.502
2022,Barren,113,Strongylocentrotus droebachiensis,green,1,0.526
2022,Barren,113,Strongylocentrotus droebachiensis,green,0.8,0.248
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.8,3.284
2022,Barren,113,Strongylocentrotus droebachiensis,green,0.7,0.147
2022,Barren,113,Strongylocentrotus droebachiensis,green,0.7,0.192
2022,Barren,113,Strongylocentrotus droebachiensis,green,0.8,0.26
2022,Barren,113,Strongylocentrotus droebachiensis,green,1,0.504
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.1,0.839
2022,Barren,113,Strongylocentrotus droebachiensis,pink,1,0.521
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.1,0.582
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.2,0.86
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.1,0.598
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.2,0.766
2022,Barren,113,Strongylocentrotus droebachiensis,green,0.8,0.245
2022,Barren,113,Strongylocentrotus droebachiensis,green,0.8,0.316
2022,Barren,113,Strongylocentrotus droebachiensis,green,1,0.436
2022,Barren,113,Strongylocentrotus droebachiensis,green,1.2,0.802
2022,Barren,113,Strongylocentrotus droebachiensis,green,1,0.618
2022,Barren,113,Strongylocentrotus droebachiensis,green,0.5,0.085
2022,Barren,113,Strongylocentrotus droebachiensis,green,0.8,0.372
2022,Barren,113,Strongylocentrotus droebachiensis,green,0.9,0.377
2022,Barren,113,Strongylocentrotus droebachiensis,green,0.8,0.37
2022,Barren,113,Strongylocentrotus droebachiensis,green,0.7,0.235
2022,Barren,113,Strongylocentrotus droebachiensis,green,0.8,0.332
2022,Barren,113,Strongylocentrotus droebachiensis,green,0.6,0.122
2022,Barren,113,Strongylocentrotus droebachiensis,green,0.8,0.333
2022,Barren,113,Strongylocentrotus droebachiensis,green,0.8,0.371
2022,Barren,113,Strongylocentrotus pallidus,green,3.1,12.741
2022,Barren,113,Strongylocentrotus pallidus,green,2.2,4.856
2022,Barren,113,Strongylocentrotus pallidus,green,2,4.155
2022,Barren,113,Strongylocentrotus pallidus,green,1.3,1.032
2022,Barren,113,Strongylocentrotus pallidus,green,0.8,0.323
2022,Barren,113,Strongylocentrotus pallidus,green,1.7,2.234
2022,Barren,113,Strongylocentrotus pallidus,green,1.4,1.161
2022,Barren,113,Strongylocentrotus pallidus,green,1,0.576
2022,Barren,113,Strongylocentrotus pallidus,green,1.9,2.711
2022,Barren,113,Strongylocentrotus pallidus,green,1.1,0.54
2022,Barren,113,Strongylocentrotus pallidus,green,0.6,0.131
2022,Barren,113,Strongylocentrotus pallidus,green,0.8,0.298
2022,Barren,113,Strongylocentrotus pallidus,green,0.7,0.171
2022,Barren,113,Strongylocentrotus pallidus,green,0.8,0.359
2022,Barren,114,Strongylocentrotus droebachiensis,green,4.1,27.498
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.8,24.051
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.3,5.687
2022,Barren,114,Strongylocentrotus droebachiensis,pink,3,13.881
2022,Barren,114,Strongylocentrotus droebachiensis,pink,3.1,14.085
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.4,19.344
2022,Barren,114,Strongylocentrotus droebachiensis,green,4,27.601
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.4,17.848
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.5,8.537
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.7,9.752
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.5,20.573
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.2,5.766
2022,Barren,114,Strongylocentrotus droebachiensis,green,4.7,39.808
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.9,10.884
2022,Barren,114,Strongylocentrotus droebachiensis,green,2,5.078
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.9,10.976
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.3,16.862
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.7,24.465
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.8,25.222
2022,Barren,114,Strongylocentrotus droebachiensis,green,4.7,51.448
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.2,5.177
2022,Barren,114,Strongylocentrotus droebachiensis,green,3,14.487
2022,Barren,114,Strongylocentrotus droebachiensis,pink,3.7,21.35
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.7,2.776
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.7,9.001
2022,Barren,114,Strongylocentrotus droebachiensis,green,4.8,48.418
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.2,0.891
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.3,14.66
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.4,6.185
2022,Barren,114,Strongylocentrotus droebachiensis,green,4.8,54.486
2022,Barren,114,Strongylocentrotus droebachiensis,pink,4,27.4716
2022,Barren,114,Strongylocentrotus droebachiensis,green,1,0.657
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.1,0.633
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.7,2.951
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.1,0.935
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.4,7.727
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.2,5.415
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.3,17.526
2022,Barren,114,Strongylocentrotus droebachiensis,pink,1.9,3.393
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.2,15.499
2022,Barren,114,Strongylocentrotus droebachiensis,pink,3.6,21.525
2022,Barren,114,Strongylocentrotus droebachiensis,pink,3.2,14.388
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.9,10.221
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.5,2.14
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.4,7.383
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.5,7.866
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.8,29.431
2022,Barren,114,Strongylocentrotus droebachiensis,pink,1.2,0.882
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.6,22.005
2022,Barren,114,Strongylocentrotus droebachiensis,green,2,4.469
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.6,2.035
2022,Barren,114,Strongylocentrotus droebachiensis,green,4.6,39.821
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.5,7.116
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.4,6.668
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.2,5.926
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.9,11.297
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.3,1.226
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.6,24.371
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.5,1.842
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.2,15.99
2022,Barren,114,Strongylocentrotus droebachiensis,green,4.5,43.656
2022,Barren,114,Strongylocentrotus droebachiensis,green,1,0.482
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.7,20.561
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.7,22.559
2022,Barren,114,Strongylocentrotus droebachiensis,pink,1.2,0.855
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.4,1.508
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.5,1.588
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.2,0.842
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.5,9.399
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.1,0.732
